#config - lat:37.169616666667
#config - lon:138.738305
DATE,DOY,RAIN,RH2M,T2M,T2MN,T2MX,YEAR,swv_dwn
2016-09-02,246,0.000000,67.440880,24.263699,17.632380,31.634966,2016,23.544142
2016-09-03,247,0.000000,63.764439,26.154804,20.027494,32.062046,2016,25.080837
2016-09-04,248,0.000000,66.460129,26.260120,20.651775,32.870300,2016,22.171394
2016-09-05,249,3.473737,69.318924,25.664469,20.458210,33.181309,2016,19.643234
2016-09-06,250,0.000000,81.153099,24.466784,21.250740,29.620157,2016,14.021704
2016-09-07,251,0.000000,86.044403,24.662560,21.839149,29.915440,2016,15.116610
2016-09-08,252,5.092285,86.791748,23.272533,20.355305,28.731323,2016,7.088303
2016-09-09,253,11.788560,85.743134,21.272408,19.354637,25.641136,2016,13.605642
2016-09-10,254,0.000000,82.650597,21.767895,18.655745,26.258259,2016,15.414976
2016-09-11,255,0.000000,84.125298,21.371401,18.563709,24.967644,2016,9.629838
2016-09-12,256,0.818724,87.377052,22.166208,18.168150,28.142418,2016,13.794758
2016-09-13,257,21.527443,92.989212,21.564308,19.268450,25.849850,2016,7.395980
2016-09-14,258,0.587455,92.606560,21.369280,20.152081,23.883265,2016,8.770155
2016-09-15,259,3.392754,88.051987,21.165089,18.165857,25.467052,2016,13.106970
2016-09-16,260,0.000000,84.526756,21.163534,17.565123,26.448877,2016,8.013764
2016-09-17,261,21.461008,91.340431,21.066280,18.066248,26.258137,2016,8.772953
2016-09-18,262,28.245258,100.000000,19.367958,18.168720,21.379799,2016,2.802019
2016-09-19,263,27.688396,96.894371,17.970753,16.367937,19.779055,2016,3.552789
2016-09-20,264,60.203640,100.000000,15.579541,13.979767,16.801968,2016,2.757043
2016-09-21,265,0.000000,87.690140,19.458511,16.360756,24.051908,2016,12.682062
2016-09-22,266,5.000016,80.960037,18.966284,17.066753,22.361176,2016,4.237099
2016-09-23,267,6.420458,99.477013,17.872663,15.573787,19.387335,2016,3.998943
2016-09-24,268,0.000000,88.929855,18.477236,15.260549,22.082703,2016,7.059711
2016-09-25,269,0.000000,83.749710,21.660175,16.065157,28.155178,2016,16.611792
2016-09-26,270,1.582186,91.295334,21.463366,19.463127,23.975218,2016,6.327900
2016-09-27,271,0.000000,83.796471,23.460670,19.156290,30.157356,2016,15.785031
2016-09-28,272,24.596790,96.799858,21.068005,19.660477,22.980398,2016,3.978740
2016-09-29,273,19.843462,100.000000,17.768005,14.446910,20.682320,2016,4.660005
2016-09-30,274,0.000000,86.555641,16.654673,11.048636,22.858566,2016,17.269176
2016-10-01,275,0.566501,85.514824,18.163895,15.156634,22.469641,2016,9.143490
2016-10-02,276,0.501975,84.720421,21.356464,17.560331,27.645784,2016,14.294313
2016-10-03,277,0.000000,84.804512,22.060099,18.061714,27.155115,2016,5.947927
2016-10-04,278,0.536860,94.053612,19.671986,15.349659,23.099625,2016,7.885686
2016-10-05,279,2.023800,77.429230,21.152140,13.965613,26.573456,2016,7.335761
2016-10-06,280,7.164604,80.634140,17.678982,14.282030,24.081501,2016,6.410950
2016-10-07,281,0.000000,70.373962,14.878857,10.674156,20.281216,2016,17.840773
2016-10-08,282,9.281997,78.467018,18.169527,13.486660,19.927160,2016,5.720063
2016-10-09,283,21.258158,92.164169,15.368352,12.449042,20.365923,2016,4.746741
2016-10-10,284,0.000000,80.315346,13.260316,11.347442,16.664106,2016,7.528844
2016-10-11,285,0.000000,84.526276,13.256612,9.543559,17.466335,2016,9.859680
2016-10-12,286,7.197198,92.073318,11.569187,6.871348,19.439140,2016,8.668395
2016-10-13,287,0.000000,82.875580,11.957717,8.461086,16.458447,2016,11.044110
